track_name,track_add_date,track_add_time,multiple_artists_bool,name_of_artists,album_name,album_release_date,album_release_date_precision,number_of_tracks_in_album,position_in_playlist,track_duration_ms,track_popularity,track_explicit,images_path,data_collection_date
El Cielo,6/11/23,11:02:57,TRUE,"['Sky Rompiendo', 'Feid', 'Myke Towers']",El Cielo,6/2/23,day,1,17,191320,84,TRUE,./images/el_cielo_sky_rompiendo.jpg,6/11/23
El Azul,6/11/23,11:02:57,TRUE,"['Junior H', 'Peso Pluma']",El Azul,2/10/23,day,1,18,187225,95,FALSE,./images/el_azul_junior_h.jpg,6/11/23
Calm Down (with Selena Gomez),6/11/23,11:02:57,TRUE,"['Rema', 'Selena Gomez']",Rave & Roses Ultra,4/27/23,day,22,19,239317,82,FALSE,./images/calm_down_with_selena_gomez_rema.jpg,6/11/23
Sunflower - Spider-Man: Into the Spider-Verse,6/11/23,11:02:57,TRUE,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,9/6/19,day,17,20,157560,85,FALSE,./images/sunflower_spiderman_into_the_spiderverse_post_malone.jpg,6/11/23
Cruel Summer,6/11/23,11:02:57,FALSE,['Taylor Swift'],Lover,8/23/19,day,18,21,178426,94,FALSE,./images/cruel_summer_taylor_swift.jpg,6/11/23
Los del Espacio,6/11/23,11:02:57,TRUE,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,6/1/23,day,1,22,338000,86,FALSE,./images/los_del_espacio_lit_killah.jpg,6/11/23
Creepin' (with The Weeknd & 21 Savage),6/11/23,11:02:57,TRUE,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,12/2/22,day,15,23,221520,96,TRUE,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,6/11/23
Like Crazy,6/11/23,11:02:57,FALSE,['Jimin'],FACE,3/24/23,day,6,24,212241,93,FALSE,./images/like_crazy_jimin.jpg,6/11/23
BESO,6/11/23,11:02:57,TRUE,"['ROSALÍA', 'Rauw Alejandro']",RR,3/24/23,day,3,25,194543,96,FALSE,./images/beso_rosala.jpg,6/11/23
Tá OK,6/11/23,11:02:57,TRUE,"['DENNIS', 'MC Kevin o Chris']",Tá OK,5/4/23,day,1,26,92093,87,FALSE,./images/t_ok_dennis.jpg,6/11/23
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",6/11/23,11:02:57,TRUE,"['Kodak Black', 'NLE Choppa', 'Jimin', 'Fast & Furious: The Fast Saga', 'JVKE', 'Muni Long']","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",5/17/23,day,2,27,175802,88,FALSE,./images/angel_pt_1_feat_jimin_of_bts_jvke_muni_long_kodak_black.jpg,6/11/23
See You Again (feat. Kali Uchis),6/11/23,11:02:57,TRUE,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,7/21/17,day,14,28,180386,95,TRUE,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,6/11/23
Last Night,6/11/23,11:02:57,FALSE,['Morgan Wallen'],One Thing At A Time,3/3/23,day,36,29,163854,89,TRUE,./images/last_night_morgan_wallen.jpg,6/11/23
Yandel 150,6/11/23,11:02:57,TRUE,"['Yandel', 'Feid']",Resistencia,1/13/23,day,17,30,216148,90,TRUE,./images/yandel_150_yandel.jpg,6/11/23
Anti-Hero,6/11/23,11:02:57,FALSE,['Taylor Swift'],Midnights,10/21/22,day,13,31,200690,95,FALSE,./images/antihero_taylor_swift.jpg,6/11/23
I'm Good (Blue),6/11/23,11:02:57,TRUE,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),8/26/22,day,2,32,175238,95,TRUE,./images/im_good_blue_david_guetta.jpg,6/11/23
I Wanna Be Yours,6/11/23,11:02:57,FALSE,['Arctic Monkeys'],AM,9/9/13,day,12,33,183956,94,FALSE,./images/i_wanna_be_yours_arctic_monkeys.jpg,6/11/23
PRC,6/11/23,11:02:57,TRUE,"['Peso Pluma', 'Natanael Cano']",PRC,1/23/23,day,1,34,184066,95,TRUE,./images/prc_peso_pluma.jpg,6/11/23
Die For You (with Ariana Grande) - Remix,6/11/23,11:02:57,TRUE,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),3/14/23,day,21,35,232857,88,FALSE,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,6/11/23
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",6/11/23,11:02:57,TRUE,"['Metro Boomin', 'Swae Lee', 'Lil Wayne', 'Offset']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),6/2/23,day,13,36,231746,87,FALSE,./images/annihilate_spiderman_across_the_spiderverse_metro_boomin_swae_lee_lil_wayne_offset_metro_boomin.jpg,6/11/23
Angels Like You,6/11/23,11:02:57,FALSE,['Miley Cyrus'],Plastic Hearts,11/27/20,day,15,37,196453,93,FALSE,./images/angels_like_you_miley_cyrus.jpg,6/11/23
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),6/11/23,11:02:57,TRUE,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular [The Idol Vol. 1 (Music from the HBO Original Series)],6/2/23,day,1,38,215466,87,TRUE,./images/popular_with_playboi_carti_madonna_the_idol_vol_1_music_from_the_hbo_original_series_the_weeknd.jpg,6/11/23
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",6/11/23,11:02:57,TRUE,"['Metro Boomin', 'A$AP Rocky', 'Roisee']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),6/2/23,day,13,39,256026,86,FALSE,./images/am_i_dreaming_metro_boomin_aap_rocky_roisee_metro_boomin.jpg,6/11/23
Frágil,6/11/23,11:02:57,TRUE,"['Yahritza Y Su Esencia', 'Grupo Frontera']",Frágil,4/7/23,day,1,40,160517,92,FALSE,./images/frgil_yahritza_y_su_esencia.jpg,6/11/23
Die For You,6/11/23,11:02:57,FALSE,['The Weeknd'],Starboy,11/24/16,day,18,41,260253,91,FALSE,./images/die_for_you_the_weeknd.jpg,6/11/23
Boy's a Liar Pt. 2,6/11/23,11:02:57,TRUE,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2/3/23,day,2,42,131013,95,FALSE,./images/boys_a_liar_pt_2_pinkpantheress.jpg,6/11/23
Who Told You (feat. Drake),6/11/23,11:02:57,TRUE,"['J Hus', 'Drake']",Who Told You (feat. Drake),6/8/23,day,1,43,208917,77,FALSE,./images/who_told_you_feat_drake_j_hus.jpg,6/11/23
Dance The Night (From Barbie The Album),6/11/23,11:02:57,FALSE,['Dua Lipa'],Dance The Night (From Barbie The Album),5/25/23,day,1,44,176579,90,FALSE,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,6/11/23
I Ain't Worried,6/11/23,11:02:57,FALSE,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",5/13/22,day,1,45,148485,94,FALSE,./images/i_aint_worried_onerepublic.jpg,6/11/23
La Bachata,6/11/23,11:02:57,FALSE,['Manuel Turizo'],2000,3/17/23,day,15,46,162637,87,FALSE,./images/la_bachata_manuel_turizo.jpg,6/11/23
Moonlight,6/11/23,11:02:57,FALSE,['Kali Uchis'],Red Moon In Venus,3/3/23,day,15,47,187723,88,FALSE,./images/moonlight_kali_uchis.jpg,6/11/23
People,6/11/23,11:02:57,FALSE,['Libianca'],People,12/6/22,day,1,48,184791,93,FALSE,./images/people_libianca.jpg,6/11/23
Starboy,6/11/23,11:02:57,TRUE,"['The Weeknd', 'Daft Punk']",Starboy,11/25/16,day,18,49,230453,93,TRUE,./images/starboy_the_weeknd.jpg,6/11/23
AMG,6/11/23,11:02:57,TRUE,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']",AMG,11/24/22,day,1,50,174942,94,TRUE,./images/amg_natanael_cano.jpg,6/11/23
Ella Baila Sola,6/12/23,9:44:17,TRUE,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,4/28/23,day,16,1,165671,93,FALSE,./images/ella_baila_sola_eslabon_armado.jpg,6/12/23
"Peso Pluma: Bzrp Music Sessions, Vol. 55",6/12/23,9:44:17,TRUE,"['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",6/1/23,day,1,2,188361,94,TRUE,./images/peso_pluma_bzrp_music_sessions_vol_55_bizarrap.jpg,6/12/23
WHERE SHE GOES,6/12/23,9:44:17,FALSE,['Bad Bunny'],WHERE SHE GOES,5/18/23,day,1,3,231704,98,TRUE,./images/where_she_goes_bad_bunny.jpg,6/12/23
Take Two,6/12/23,9:44:17,FALSE,['BTS'],Take Two,6/9/23,day,1,4,229953,87,FALSE,./images/take_two_bts.jpg,6/12/23
La Bebe - Remix,6/12/23,9:44:17,TRUE,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),3/17/23,day,2,5,234352,99,TRUE,./images/la_bebe_remix_yng_lvcas.jpg,6/12/23
un x100to,6/12/23,9:44:17,TRUE,"['Grupo Frontera', 'Bad Bunny']",un x100to,4/17/23,day,1,6,194563,100,FALSE,./images/un_x100to_grupo_frontera.jpg,6/12/23
Cupid - Twin Ver.,6/12/23,9:44:17,FALSE,['FIFTY FIFTY'],The Beginning: Cupid,2/24/23,day,3,7,174253,98,FALSE,./images/cupid_twin_ver_fifty_fifty.jpg,6/12/23
Flowers,6/12/23,9:44:17,FALSE,['Miley Cyrus'],Endless Summer Vacation,3/10/23,day,13,8,200600,91,FALSE,./images/flowers_miley_cyrus.jpg,6/12/23
As It Was,6/12/23,9:44:17,FALSE,['Harry Styles'],Harry's House,5/20/22,day,13,9,167303,93,FALSE,./images/as_it_was_harry_styles.jpg,6/12/23
TQM,6/12/23,9:44:17,FALSE,['Fuerza Regida'],TQM,5/19/23,day,1,10,158965,93,TRUE,./images/tqm_fuerza_regida.jpg,6/12/23
Sprinter,6/12/23,9:44:17,TRUE,"['Dave', 'Central Cee']",Sprinter,6/1/23,day,1,11,229133,90,TRUE,./images/sprinter_dave.jpg,6/12/23
Daylight,6/12/23,9:44:17,FALSE,['David Kushner'],Daylight,4/14/23,day,1,12,212953,97,FALSE,./images/daylight_david_kushner.jpg,6/12/23
Kill Bill,6/12/23,9:44:17,FALSE,['SZA'],SOS,12/8/22,day,23,13,153946,94,FALSE,./images/kill_bill_sza.jpg,6/12/23
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",6/12/23,9:44:17,TRUE,"['Metro Boomin', 'Swae Lee', 'NAV', 'A Boogie Wit da Hoodie']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),6/2/23,day,13,14,219453,89,FALSE,./images/calling_spiderman_across_the_spiderverse_metro_boomin_swae_lee_nav_feat_a_boogie_wit_da_hoodie_metro_boomin.jpg,6/12/23
Classy 101,6/12/23,9:44:17,TRUE,"['Feid', 'Young Miko']",Classy 101,3/31/23,day,1,15,195986,96,TRUE,./images/classy_101_feid.jpg,6/12/23
Sunflower - Spider-Man: Into the Spider-Verse,6/12/23,9:44:17,TRUE,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,9/6/19,day,17,16,157560,85,FALSE,./images/sunflower_spiderman_into_the_spiderverse_post_malone.jpg,6/12/23
El Azul,6/12/23,9:44:17,TRUE,"['Junior H', 'Peso Pluma']",El Azul,2/10/23,day,1,17,187225,95,FALSE,./images/el_azul_junior_h.jpg,6/12/23
TQG,6/12/23,9:44:17,TRUE,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2/24/23,day,17,18,197933,96,TRUE,./images/tqg_karol_g.jpg,6/12/23
Like Crazy,6/12/23,9:44:17,FALSE,['Jimin'],FACE,3/24/23,day,6,19,212241,93,FALSE,./images/like_crazy_jimin.jpg,6/12/23
Cruel Summer,6/12/23,9:44:17,FALSE,['Taylor Swift'],Lover,8/23/19,day,18,20,178426,94,FALSE,./images/cruel_summer_taylor_swift.jpg,6/12/23
See You Again (feat. Kali Uchis),6/12/23,9:44:17,TRUE,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,7/21/17,day,14,21,180386,95,TRUE,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,6/12/23
I Wanna Be Yours,6/12/23,9:44:17,FALSE,['Arctic Monkeys'],AM,9/9/13,day,12,22,183956,94,FALSE,./images/i_wanna_be_yours_arctic_monkeys.jpg,6/12/23
Calm Down (with Selena Gomez),6/12/23,9:44:17,TRUE,"['Rema', 'Selena Gomez']",Rave & Roses Ultra,4/27/23,day,22,23,239317,82,FALSE,./images/calm_down_with_selena_gomez_rema.jpg,6/12/23
Creepin' (with The Weeknd & 21 Savage),6/12/23,9:44:17,TRUE,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,12/2/22,day,15,24,221520,96,TRUE,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,6/12/23
El Cielo,6/12/23,9:44:17,TRUE,"['Sky Rompiendo', 'Feid', 'Myke Towers']",El Cielo,6/2/23,day,1,25,191320,85,TRUE,./images/el_cielo_sky_rompiendo.jpg,6/12/23
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",6/12/23,9:44:17,TRUE,"['Kodak Black', 'NLE Choppa', 'Jimin', 'Fast & Furious: The Fast Saga', 'JVKE', 'Muni Long']","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",5/17/23,day,2,26,175802,88,FALSE,./images/angel_pt_1_feat_jimin_of_bts_jvke_muni_long_kodak_black.jpg,6/12/23
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",6/12/23,9:44:17,TRUE,"['Metro Boomin', 'Swae Lee', 'Lil Wayne', 'Offset']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),6/2/23,day,13,27,231746,88,FALSE,./images/annihilate_spiderman_across_the_spiderverse_metro_boomin_swae_lee_lil_wayne_offset_metro_boomin.jpg,6/12/23
Angels Like You,6/12/23,9:44:17,FALSE,['Miley Cyrus'],Plastic Hearts,11/27/20,day,15,28,196453,93,FALSE,./images/angels_like_you_miley_cyrus.jpg,6/12/23
Die For You (with Ariana Grande) - Remix,6/12/23,9:44:17,TRUE,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),3/14/23,day,21,29,232857,88,FALSE,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,6/12/23
Anti-Hero,6/12/23,9:44:17,FALSE,['Taylor Swift'],Midnights,10/21/22,day,13,30,200690,95,FALSE,./images/antihero_taylor_swift.jpg,6/12/23
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",6/12/23,9:44:17,TRUE,"['Metro Boomin', 'A$AP Rocky', 'Roisee']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),6/2/23,day,13,31,256026,87,FALSE,./images/am_i_dreaming_metro_boomin_aap_rocky_roisee_metro_boomin.jpg,6/12/23
Last Night,6/12/23,9:44:17,FALSE,['Morgan Wallen'],One Thing At A Time,3/3/23,day,36,32,163854,89,TRUE,./images/last_night_morgan_wallen.jpg,6/12/23
PRC,6/12/23,9:44:17,TRUE,"['Peso Pluma', 'Natanael Cano']",PRC,1/23/23,day,1,33,184066,95,TRUE,./images/prc_peso_pluma.jpg,6/12/23
Los del Espacio,6/12/23,9:44:17,TRUE,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,6/1/23,day,1,34,338000,87,FALSE,./images/los_del_espacio_lit_killah.jpg,6/12/23
BESO,6/12/23,9:44:17,TRUE,"['ROSALÍA', 'Rauw Alejandro']",RR,3/24/23,day,3,35,194543,96,FALSE,./images/beso_rosala.jpg,6/12/23
Die For You,6/12/23,9:44:17,FALSE,['The Weeknd'],Starboy,11/24/16,day,18,36,260253,91,FALSE,./images/die_for_you_the_weeknd.jpg,6/12/23
Yandel 150,6/12/23,9:44:17,TRUE,"['Yandel', 'Feid']",Resistencia,1/13/23,day,17,37,216148,90,TRUE,./images/yandel_150_yandel.jpg,6/12/23
Tá OK,6/12/23,9:44:17,TRUE,"['DENNIS', 'MC Kevin o Chris']",Tá OK,5/4/23,day,1,38,92093,87,FALSE,./images/t_ok_dennis.jpg,6/12/23
I'm Good (Blue),6/12/23,9:44:17,TRUE,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),8/26/22,day,2,39,175238,95,TRUE,./images/im_good_blue_david_guetta.jpg,6/12/23
Moonlight,6/12/23,9:44:17,FALSE,['Kali Uchis'],Red Moon In Venus,3/3/23,day,15,40,187723,88,FALSE,./images/moonlight_kali_uchis.jpg,6/12/23
Boy's a Liar Pt. 2,6/12/23,9:44:17,TRUE,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2/3/23,day,2,41,131013,95,FALSE,./images/boys_a_liar_pt_2_pinkpantheress.jpg,6/12/23
Frágil,6/12/23,9:44:17,TRUE,"['Yahritza Y Su Esencia', 'Grupo Frontera']",Frágil,4/7/23,day,1,42,160517,92,FALSE,./images/frgil_yahritza_y_su_esencia.jpg,6/12/23
Starboy,6/12/23,9:44:17,TRUE,"['The Weeknd', 'Daft Punk']",Starboy,11/25/16,day,18,43,230453,93,TRUE,./images/starboy_the_weeknd.jpg,6/12/23
People,6/12/23,9:44:17,FALSE,['Libianca'],People,12/6/22,day,1,44,184791,93,FALSE,./images/people_libianca.jpg,6/12/23
I Ain't Worried,6/12/23,9:44:17,FALSE,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",5/13/22,day,1,45,148485,94,FALSE,./images/i_aint_worried_onerepublic.jpg,6/12/23
AMG,6/12/23,9:44:17,TRUE,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']",AMG,11/24/22,day,1,46,174942,94,TRUE,./images/amg_natanael_cano.jpg,6/12/23
La Bachata,6/12/23,9:44:17,FALSE,['Manuel Turizo'],2000,3/17/23,day,15,47,162637,87,FALSE,./images/la_bachata_manuel_turizo.jpg,6/12/23
Dance The Night (From Barbie The Album),6/12/23,9:44:17,FALSE,['Dua Lipa'],Dance The Night (From Barbie The Album),5/25/23,day,1,48,176579,91,FALSE,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,6/12/23
Another Love,6/12/23,9:44:17,FALSE,['Tom Odell'],Long Way Down (Deluxe),6/24/13,day,15,49,244360,93,TRUE,./images/another_love_tom_odell.jpg,6/12/23
Blank Space,6/12/23,9:44:17,FALSE,['Taylor Swift'],1989,10/27/14,day,13,50,231826,82,FALSE,./images/blank_space_taylor_swift.jpg,6/12/23
Ella Baila Sola,6/13/23,11:01:00,TRUE,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,4/28/23,day,16,1,165671,93,FALSE,./images/ella_baila_sola_eslabon_armado.jpg,6/13/23
"Peso Pluma: Bzrp Music Sessions, Vol. 55",6/13/23,11:01:00,TRUE,"['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",6/1/23,day,1,2,188361,95,TRUE,./images/peso_pluma_bzrp_music_sessions_vol_55_bizarrap.jpg,6/13/23
WHERE SHE GOES,6/13/23,11:01:00,FALSE,['Bad Bunny'],WHERE SHE GOES,5/18/23,day,1,3,231704,98,TRUE,./images/where_she_goes_bad_bunny.jpg,6/13/23
Take Two,6/13/23,11:01:00,FALSE,['BTS'],Take Two,6/9/23,day,1,4,229953,89,FALSE,./images/take_two_bts.jpg,6/13/23
un x100to,6/13/23,11:01:00,TRUE,"['Grupo Frontera', 'Bad Bunny']",un x100to,4/17/23,day,1,5,194563,100,FALSE,./images/un_x100to_grupo_frontera.jpg,6/13/23
La Bebe - Remix,6/13/23,11:01:00,TRUE,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),3/17/23,day,2,6,234352,99,TRUE,./images/la_bebe_remix_yng_lvcas.jpg,6/13/23
Cupid - Twin Ver.,6/13/23,11:01:00,FALSE,['FIFTY FIFTY'],The Beginning: Cupid,2/24/23,day,3,7,174253,98,FALSE,./images/cupid_twin_ver_fifty_fifty.jpg,6/13/23
Sprinter,6/13/23,11:01:00,TRUE,"['Dave', 'Central Cee']",Sprinter,6/1/23,day,1,8,229133,90,TRUE,./images/sprinter_dave.jpg,6/13/23
Flowers,6/13/23,11:01:00,FALSE,['Miley Cyrus'],Endless Summer Vacation,3/10/23,day,13,9,200600,91,FALSE,./images/flowers_miley_cyrus.jpg,6/13/23
Daylight,6/13/23,11:01:00,FALSE,['David Kushner'],Daylight,4/14/23,day,1,10,212953,97,FALSE,./images/daylight_david_kushner.jpg,6/13/23
As It Was,6/13/23,11:01:00,FALSE,['Harry Styles'],Harry's House,5/20/22,day,13,11,167303,93,FALSE,./images/as_it_was_harry_styles.jpg,6/13/23
Kill Bill,6/13/23,11:01:00,FALSE,['SZA'],SOS,12/8/22,day,23,12,153946,94,FALSE,./images/kill_bill_sza.jpg,6/13/23
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",6/13/23,11:01:00,TRUE,"['Metro Boomin', 'Swae Lee', 'NAV', 'A Boogie Wit da Hoodie']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),6/2/23,day,13,13,219453,89,FALSE,./images/calling_spiderman_across_the_spiderverse_metro_boomin_swae_lee_nav_feat_a_boogie_wit_da_hoodie_metro_boomin.jpg,6/13/23
TQM,6/13/23,11:01:00,FALSE,['Fuerza Regida'],TQM,5/19/23,day,1,14,158965,93,TRUE,./images/tqm_fuerza_regida.jpg,6/13/23
Sunflower - Spider-Man: Into the Spider-Verse,6/13/23,11:01:00,TRUE,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,9/6/19,day,17,15,157560,86,FALSE,./images/sunflower_spiderman_into_the_spiderverse_post_malone.jpg,6/13/23
El Cielo,6/13/23,11:01:00,TRUE,"['Sky Rompiendo', 'Feid', 'Myke Towers']",El Cielo,6/2/23,day,1,16,191320,86,TRUE,./images/el_cielo_sky_rompiendo.jpg,6/13/23
Cruel Summer,6/13/23,11:01:00,FALSE,['Taylor Swift'],Lover,8/23/19,day,18,17,178426,94,FALSE,./images/cruel_summer_taylor_swift.jpg,6/13/23
Classy 101,6/13/23,11:01:00,TRUE,"['Feid', 'Young Miko']",Classy 101,3/31/23,day,1,18,195986,96,TRUE,./images/classy_101_feid.jpg,6/13/23
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",6/13/23,11:01:00,TRUE,"['Metro Boomin', 'Swae Lee', 'Lil Wayne', 'Offset']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),6/2/23,day,13,19,231746,88,FALSE,./images/annihilate_spiderman_across_the_spiderverse_metro_boomin_swae_lee_lil_wayne_offset_metro_boomin.jpg,6/13/23
Creepin' (with The Weeknd & 21 Savage),6/13/23,11:01:00,TRUE,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,12/2/22,day,15,20,221520,96,TRUE,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,6/13/23
See You Again (feat. Kali Uchis),6/13/23,11:01:00,TRUE,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,7/21/17,day,14,21,180386,95,TRUE,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,6/13/23
I Wanna Be Yours,6/13/23,11:01:00,FALSE,['Arctic Monkeys'],AM,9/9/13,day,12,22,183956,94,FALSE,./images/i_wanna_be_yours_arctic_monkeys.jpg,6/13/23
TQG,6/13/23,11:01:00,TRUE,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2/24/23,day,17,23,197933,96,TRUE,./images/tqg_karol_g.jpg,6/13/23
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",6/13/23,11:01:00,TRUE,"['Metro Boomin', 'A$AP Rocky', 'Roisee']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),6/2/23,day,13,24,256026,88,FALSE,./images/am_i_dreaming_metro_boomin_aap_rocky_roisee_metro_boomin.jpg,6/13/23
Like Crazy,6/13/23,11:01:00,FALSE,['Jimin'],FACE,3/24/23,day,6,25,212241,93,FALSE,./images/like_crazy_jimin.jpg,6/13/23
Calm Down (with Selena Gomez),6/13/23,11:01:00,TRUE,"['Rema', 'Selena Gomez']",Rave & Roses Ultra,4/27/23,day,22,26,239317,82,FALSE,./images/calm_down_with_selena_gomez_rema.jpg,6/13/23
Los del Espacio,6/13/23,11:01:00,TRUE,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,6/1/23,day,1,27,338000,88,FALSE,./images/los_del_espacio_lit_killah.jpg,6/13/23
Angels Like You,6/13/23,11:01:00,FALSE,['Miley Cyrus'],Plastic Hearts,11/27/20,day,15,28,196453,93,FALSE,./images/angels_like_you_miley_cyrus.jpg,6/13/23
Anti-Hero,6/13/23,11:01:00,FALSE,['Taylor Swift'],Midnights,10/21/22,day,13,29,200690,95,FALSE,./images/antihero_taylor_swift.jpg,6/13/23
Die For You (with Ariana Grande) - Remix,6/13/23,11:01:00,TRUE,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),3/14/23,day,21,30,232857,88,FALSE,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,6/13/23
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",6/13/23,11:01:00,TRUE,"['Kodak Black', 'NLE Choppa', 'Jimin', 'Fast & Furious: The Fast Saga', 'JVKE', 'Muni Long']","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",5/17/23,day,2,31,175802,88,FALSE,./images/angel_pt_1_feat_jimin_of_bts_jvke_muni_long_kodak_black.jpg,6/13/23
Die For You,6/13/23,11:01:00,FALSE,['The Weeknd'],Starboy,11/24/16,day,18,32,260253,91,FALSE,./images/die_for_you_the_weeknd.jpg,6/13/23
El Azul,6/13/23,11:01:00,TRUE,"['Junior H', 'Peso Pluma']",El Azul,2/10/23,day,1,33,187225,95,FALSE,./images/el_azul_junior_h.jpg,6/13/23
BESO,6/13/23,11:01:00,TRUE,"['ROSALÍA', 'Rauw Alejandro']",RR,3/24/23,day,3,34,194543,96,FALSE,./images/beso_rosala.jpg,6/13/23
Last Night,6/13/23,11:01:00,FALSE,['Morgan Wallen'],One Thing At A Time,3/3/23,day,36,35,163854,89,TRUE,./images/last_night_morgan_wallen.jpg,6/13/23
I'm Good (Blue),6/13/23,11:01:00,TRUE,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),8/26/22,day,2,36,175238,95,TRUE,./images/im_good_blue_david_guetta.jpg,6/13/23
